"Function Name",Count
wc_set_loop_prop,13
wc_rest_check_product_reviews_permissions,13
get_sites,13
rest_get_route_for_post,13
wp_remove_surrounding_empty_script_tags,13
apply_block_hooks_to_content,13
twentytwenty_the_theme_svg,13
mssql_fetch_array,13
foreign_keys,13
oci_fetch_row,13
ocilogon,13
ociexecute,13
ocinumcols,13
DxMySQL_FetchResult,13
collection,13
checkUrl,13
performRequirementCheck,13
svg,13
get_bookmarks,12
is_admin_bar_showing,12
wp_editor,12
wp_admin_css,12
display_setup_form,12
wp_delete_link,12
settings_fields,12
wp_dropdown_pages,12
export_date_options,12
is_nav_menu_item,12
wp_update_nav_menu_object,12
get_space_allowed,12
_wp_oembed_get_object,12
unstick_post,12
load_plugin_textdomain,12
get_delete_post_link,12
set_post_thumbnail,12
wp_nav_menu_disabled_check,12
add_role,12
wp_image_editor_supports,12
get_submit_button,12
get_cat_name,12
is_preview,12
get_term_children,12
get_comment_author_rss,12
get_the_category,12
wp_cache_add_global_groups,12
make_clickable,12
add_post_type_support,12
wp_get_post_terms,12
_remove_qs_args_if_not_in_url,12
wp_get_attachment_image_url,12
wp_get_archives,12
get_dashboard_url,12
wp_mime_type_icon,12
get_site_by_path,12
single_post_title,12
twentyfifteen_get_color_scheme,12
n,12
sapi_windows_cp_set,12
after,12
yourls_se,12
yourls_esc_attr__,12
yourls_check_password_hash,12
yourls_add_option,12
yourls_esc_url,12
yourls_specialchars,12
yourls_add_query_arg,12
is_cli,12
odbc_num_fields,12
odbc_fetch_array,12
odbc_connect,12
odbc_exec,12
odbc_close,12
function_usable,12
_attributes_to_string,12
wc_rest_upload_image_from_url,12
wc_coupons_enabled,12
wc_get_product_id_by_sku,12
wc_string_to_datetime,12
wc_get_checkout_url,12
wc_customer_has_capability,12
wc_add_number_precision,12
wc_get_low_stock_amount,12
is_wc_endpoint_url,12
is_product,12
wp_script_is,12
wp_list_sort,12
wp_cache_get_multiple,12
wp_required_field_indicator,12
wp_after_insert_post,12
wp_body_open,12
the_privacy_policy_link,12
twentyeleven_content_nav,12
twenty_twenty_one_print_first_instance_of_block,12
twentytwenty_get_color_for_area,12
transform,12
tokenField,12
connect,12
get_schema,12
sdb_request,12
select_input,12
xxtea_mx,12
collations,12
up,12
fs_rmdir,12
mysql_drop_db,12
fs_copy_obj,12
fs_move_obj,12
write,12
SetCookie,12
rp,12
c99shexit,12
getPath,12
viewData,12
wsoRecursiveGlob,12
css_js,12
do_write,12
html_text,12
Exec_Run,12
cms_add,12
we,12
ce,12
fe,12
fgc,12
get_self,12
get_nav,12
cliInitUser,12
"Promise\resolve",12
generate_fluentd_configuration,12
cacheModelsDir,12
xhprof_error,12
wp_new_comment,11
wp_download_language_pack,11
wp_set_post_lock,11
wp_untrash_post,11
add_settings_field,11
wp_dropdown_languages,11
translate_user_role,11
wp_insert_category,11
get_blog_count,11
wp_terms_checklist,11
copy_dir,11
seems_utf8,11
wp_create_user,11
_set_cron_array,11
dbDelta,11
shortcode_parse_atts,11
get_pending_comments_num,11
_load_image_to_edit_path,11
get_uploaded_header_images,11
search_theme_directories,11
get_background_color,11
get_the_password_form,11
wp_protect_special_option,11
get_category_parents,11
single_cat_title,11
get_pagenum_link,11
wp_is_numeric_array,11
get_last_insert_id,11
sapi_windows_vt100_support,11
yourls_auth_signature,11
yourls_verify_nonce,11
yourls_get_protocol,11
yourls_trim_long_string,11
sqlsrv_close,11
mssql_get_last_message,11
is_really_writable,11
unregister_taxonomy,11
get_woocommerce_currencies,11
wc_print_notices,11
wc_get_filename_from_url,11
wc_string_to_timestamp,11
wc_format_stock_quantity_for_display,11
wc_add_to_cart_message,11
woocommerce_form_field,11
wc_get_rounding_precision,11
taxonomy_is_product_attribute,11
wp_generate_uuid4,11
wc_get_formatted_variation,11
wc_esc_json,11
wc_review_ratings_enabled,11
wc_product_sku_enabled,11
wp_get_post_parent_id,11
twentyseventeen_edit_link,11
logger,11
windows_os,11
c99fsearch,11
CheckHEX,11
eregi_replace,11
ft,11
wdll_chf,11
_curl,11
zip,11
creditos,11
link_to_docs,11
html_only_entity_decode,11
assertSoftDeleted,11
fqdnLabelsForCaddy,11
format_docker_command_output_to_json,11
canonicalize,11
f,10
get_home_path,10
iis7_supports_permalinks,10
retrieve_widgets,10
iframe_header,10
iframe_footer,10
wp_get_shortlink,10
wp_dropdown_users,10
can_edit_network,10
clean_blog_cache,10
wp_get_attachment_id3_keys,10
wp_unique_post_slug,10
_cleanup_header_comment,10
add_menu_page,10
wp_get_user_contact_methods,10
get_edit_profile_url,10
get_column_headers,10
wp_get_translation_updates,10
wp_update_themes,10
add_site_option,10
kses_init_filters,10
get_attachment_taxonomies,10
wp_get_session_token,10
wp_update_nav_menu_item,10
allow_subdomain_install,10
wp_imagecreatetruecolor,10
_wp_relative_upload_path,10
wp_iframe,10
image_downsize,10
wp_media_insert_url_form,10
setup_config_display_header,10
comment_footer_die,10
get_status_header_desc,10
_wp_json_convert_string,10
tag_escape,10
get_comment_type,10
get_the_excerpt,10
get_blog_option,10
comment_reply_link,10
in_the_loop,10
content_url,10
get_post_format_slugs,10
_navigation_markup,10
wp_update_comment_count,10
wp_safe_remote_post,10
post_type_archive_title,10
get_archives_link,10
previous_image_link,10
next_image_link,10
twentyfourteen_font_url,10
install_is_cli,10
yourls_remove_all_filters,10
yourls_sanitize_title,10
yourls_html_head,10
yourls_html_footer,10
html_escape,10
oci_free_statement,10
odbc_num_rows,10
mcrypt_enc_get_modes_name,10
apc_store,10
wc_create_page,10
wc_get_coupon_types,10
wc_is_attribute_in_product_name,10
wc_delete_attribute,10
get_woocommerce_price_format,10
wc_date_format,10
wc_query_string_form_fields,10
get_the_permalink,10
wp_filesize,10
getallheaders,10
is_product_category,10
is_account_page,10
wc_set_time_limit,10
woocommerce_wp_select,10
wc_list_pluck,10
wc_get_rating_html,10
wp_is_development_mode,10
wp_style_is,10
wp_get_global_stylesheet,10
assertUsage,10
wp_get_update_php_annotation,10
wp_timezone,10
get_comment_delimited_block_content,10
get_registered_meta_keys,10
wp_cache_add_multiple,10
get_parent_theme_file_path,10
twentyeleven_get_theme_options,10
twentythirteen_entry_meta,10
validator,10
retry,10
dvwaRedirect,10
lzw_decompress,10
charset,10
format_number,10
limit1,10
str2mini,10
db2_num_fields,10
are,10
textfieldsize,10
get_perms,10
getStr,10
pwd_conwert,10
relative2absolute,10
scookie,10
encode_pass,10
GetWDirList,10
dirsize,10
maketext,10
goback,10
get_archiver_available,10
sqlite_num_fields,10
clean,10
copys,10
enableApp,10
safe_ascii,10
admin_path,10
assertModelExists,10
authorize,10
replaceVariables,10
fqdnLabelsForTraefik,10
add_coolify_default_environment_variables,10
generate_readme_file,10
service_locator,10
phutil_passthru,10
phutil_utf8v,10
album_cover_path,9
static_url,9
trackback_response,9
wp_spam_comment,9
wp_delete_post_revision,9
wpmu_create_user,9
wpmu_validate_user_signup,9
is_active_widget,9
get_upload_space_available,9
wp_star_rating,9
_wp_translate_postdata,9
PclZipUtilRename,9
PclZipUtilPathInclusion,9
get_filesystem_method,9
_get_plugin_data_markup_translate,9
download_url,9
is_main_network,9
get_plugin_updates,9
get_theme_updates,9
update_attached_file,9
wp_update_comment,9
get_post_class,9
get_post_mime_type,9
get_intermediate_image_sizes,9
wp_removable_query_args,9
wp_print_request_filesystem_credentials_modal,9
wp_remote_retrieve_headers,9
wp_get_nocache_headers,9
wp_safe_remote_request,9
add_rewrite_tag,9
clean_object_term_cache,9
convert_chars,9
wp_get_document_title,9
wp_cache_add_non_persistent_groups,9
remove_accents,9
wp_kses_data,9
get_post_modified_time,9
_get_non_cached_ids,9
get_year_link,9
update_post_thumbnail_cache,9
wp_authenticate,9
wp_clear_auth_cookie,9
wp_http_validate_url,9
wp_list_categories,9
get_next_comments_link,9
get_previous_comments_link,9
wp_filter_comment,9
sanitize_title_for_query,9
get_translations_for_domain,9
script_concat_settings,9
single_tag_title,9
previous_post_link,9
fastcgi_finish_request,9
has,9
upload,9
yourls_nx,9
yourls_remove_all_actions,9
yourls_sanitize_date,9
yourls_is_API,9
yourls_die,9
sqlsrv_num_rows,9
oci_fetch_assoc,9
mysql_data_seek,9
ibase_query,9
ibase_errmsg,9
mcrypt_module_open,9
mcrypt_enc_get_iv_size,9
mcrypt_generic,9
mcrypt_generic_deinit,9
wc_clear_notices,9
wc_rest_set_uploaded_image_as_attachment,9
wc_get_user_agent,9
wc_get_held_stock_quantity,9
wc_timezone_offset,9
wc_create_new_customer_username,9
check_theme_switched,9
build_query_vars_from_query_block,9
serialize_block,9
as_schedule_single_action,9
wc_get_product_terms,9
wp_dequeue_script,9
wp_get_global_settings,9
post,9
currentLang,9
hypo,9
wp_is_recovery_mode,9
wp_is_auto_update_forced_for_item,9
wp_cache_delete_multiple,9
get_object_subtype,9
wp_get_typography_value_and_unit,9
data_fill,9
sid,9
number,9
dump_csv,9
remove_definer,9
friendly_url,9
hidden_fields_get,9
process_type,9
db_collation,9
dump_headers,9
process_input,9
grant,9
where_link,9
deleteDirectory,9
printdrive,9
sizee,9
mysql_escape_string,9
oci_fetch_array,9
sqlqu,9
ocifreestatement,9
U_wordwrap,9
Trim,9
listDatabases,9
listTables,9
viewSchema,9
WSOstripslashes,9
do_show,9
File_Size,9
DxPrint_ParamState,9
s_array,9
sqldumptable,9
sqlite_open,9
sqlite_query,9
sqlite_field_name,9
sqlite_fetch_array,9
sqlite_close,9
show_all_files,9
eval_go,9
encode,9
triggerWarning,9
__n,9
httpAuthUser,9
listUsers,9
"Promise\reject",9
wrap,9
generate_search_column_expression,9
pageHeader,9
pageFooter,9
assertArgs,9
simpleDispatcher,9
visitor,9
getPermissionsTeamId,9
wp,8
set_user_setting,8
get_admin_page_title,8
_wp_admin_html_begin,8
wp_unspam_comment,8
wp_untrash_comment,8
wp_original_referer_field,8
get_site_url,8
global_terms_enabled,8
count_users,8
upload_is_user_over_quota,8
get_space_used,8
wp_set_post_categories,8
get_preferred_from_update_core,8
add_meta,8
stick_post,8
update_metadata_by_mid,8
get_post_mime_types,8
wp_check_filetype_and_ext,8
the_guid,8
validate_plugin,8
get_admin_page_parent,8
edit_user,8
clean_bookmark_cache,8
is_upload_space_available,8
get_hidden_meta_boxes,8
get_page_templates,8
maybe_convert_table_to_utf8mb4,8
add_cssclass,8
kses_remove_filters,8
media_handle_upload,8
delete_post_thumbnail,8
get_taxonomies_for_attachments,8
wp_crop_image,8
wp_delete_object_term_relationships,8
network_domain_check,8
image_get_intermediate_size,8
get_settings_errors,8
wp_read_image_metadata,8
media_upload_header,8
_admin_search_query,8
wp_media_upload_handler,8
get_avatar_data,8
network_step2,8
dead_db,8
wp_spaces_regexp,8
get_main_network_id,8
get_comment_text,8
separate_comments,8
wp_update_term_count,8
get_wp_title_rss,8
get_the_guid,8
wp_title_rss,8
get_lastpostmodified,8
the_title_rss,8
recurse_dirsize,8
update_post_cache,8
_truncate_post_slug,8
get_posts_by_author_sql,8
get_day_link,8
mcrypt_create_iv,8
wp_list_pages,8
update_network_option,8
_wp_call_all_hook,8
doing_filter,8
get_the_term_list,8
get_active_blog_for_user,8
wp_get_recent_posts,8
wp_calculate_image_srcset,8
wp_calculate_image_sizes,8
wp_set_auth_cookie,8
comment_link,8
wp_list_bookmarks,8
get_adjacent_post_rel_link,8
get_next_posts_link,8
get_previous_posts_link,8
before_last_bar,8
image_resize_dimensions,8
get_post_galleries,8
get_post_gallery,8
get_the_modified_time,8
the_archive_title,8
twentysixteen_excerpt,8
twentysixteen_post_thumbnail,8
twentysixteen_entry_meta,8
twentyfifteen_post_thumbnail,8
twentyfifteen_entry_meta,8
twentyfourteen_has_featured_posts,8
is_main_query,8
array_merge_relation,8
ImagePng,8
install_check,8
ask,8
askConfirmation,8
yourls_unload_textdomain,8
yourls_has_phpass_password,8
yourls_hash_passwords_now,8
yourls_check_signature_timestamp,8
yourls_sanitize_filename,8
yourls_is_active_plugin,8
yourls_filter_unique_id,8
yourls_get_shorturl_charset,8
yourls_backslashit,8
yourls_make_bookmarklet,8
yourls_add_notice,8
yourls_html_logo,8
remove_invisible_characters,8
img,8
ibase_field_info,8
mcrypt_generic_init,8
_parse_form_attributes,8
wc_has_notice,8
wc_get_notices,8
wc_rest_check_user_permissions,8
wc_is_file_valid_csv,8
wc_hex_lighter,8
wc_trim_string,8
wc_get_webhook,8
delete_term_meta,8
wc_get_is_paid_statuses,8
woocommerce_product_loop_start,8
woocommerce_product_loop_end,8
wc_parse_relative_date_option,8
wc_get_text_attributes,8
woocommerce_wp_checkbox,8
wc_add_number_precision_deep,8
wc_display_item_meta,8
wc_caught_exception,8
wp_raise_memory_limit,8
serialize_blocks,8
format,8
sqlite_error_string,8
generateExpectedPaypalSdkUrl,8
saveOrderItems,8
is_plugin_inactive,8
wp_is_serving_rest_request,8
wp_get_block_css_selector,8
rest_default_additional_properties_to_false,8
has_custom_logo,8
twentyeleven_posted_on,8
twentytwelve_content_nav,8
suggest,8
my_rand,8
artisan_binary,8
dvwaIsLoggedIn,8
dvwaSessionGrab,8
auth_error,8
process_field,8
format_foreign_key,8
stop_session,8
set_utf8mb4,8
walkArray,8
c99_buff_prepare,8
perm,8
GetPerms,8
db2_fetch_row,8
db2_field_name,8
dlfile,8
swd,8
_posix_getpwuid,8
_posix_getgrgid,8
debuginfo,8
listfiles,8
File_Up,8
db2_stmt_errormsg,8
tulis,8
mr,8
adds2,8
GetWFileList,8
GetSFileList,8
fr,8
getext,8
sqlite_num_rows,8
sql_connect,8
sql_num_fields,8
sql_field_name,8
wsoGetFile,8
executeSQL,8
db2_stmt_error,8
__xn,8
__dx,8
__dxn,8
pr,8
getNonFrameOutput,8
escapeToUnicodeAlternative,8
safe_utf8,8
is_app_url,8
generate_database_name,8
convertGitUrl,8
validate_cron_expression,8
defaultDatabaseLabels,8
generateCustomDockerRunOptionsForDatabases,8
esc,8
print_symbol,8
wp_comment_reply,7
wp_comment_trashnotice,7
settings_errors,7
wp_prepare_themes_for_js,7
is_serialized_string,7
wp_delete_nav_menu,7
get_terms_to_edit,7
comment_author_link,7
is_uninstallable_plugin,7
get_hidden_columns,7
_wp_post_thumbnail_html,7
make_db_current_silent,7
populate_options,7
get_theme_feature_list,7
get_post_ancestors,7
got_mod_rewrite,7
media_upload_form_handler,7
get_media_item,7
is_random_header_image,7
wp_get_original_referer,7
send_origin_headers,7
wp_validate_auth_cookie,7
backslashit,7
wp_get_server_protocol,7
get_term_feed_link,7
wp_kses_normalize_entities,7
the_author,7
domain_exists,7
get_http_origin,7
rest_parse_date,7
RandomCompat_intval,7
RandomCompat_strlen,7
has_category,7
has_term,7
get_theme_mods,7
wp_hash_password,7
sanitize_meta,7
wp_loginout,7
wp_embed_register_handler,7
wp_get_schedules,7
wp_sanitize_redirect,7
image_constrain_size_for_editor,7
get_author_feed_link,7
has_site_icon,7
__checked_selected_helper,7
count_user_posts,7
twentysixteen_fonts_url,7
wp_script_add_data,7
twentyfifteen_fonts_url,7
has_post_format,7
next_post_link,7
array_column_index,7
ImageDestroy,7
postMeta,7
parse_home_dir,7
within,7
getDirectAdminConfig,7
yourls_is_page,7
yourls_maybe_require_auth,7
yourls_get_locale,7
yourls_number_format_i18n,7
yourls_has_md5_password,7
yourls_get_plugin_data,7
yourls_is_a_plugin_file,7
yourls_redirect_javascript,7
yourls_delete_option,7
yourls_sanitize_version,7
yourls_get_timestamp,7
yourls_allow_duplicate_longurls,7
yourls_get_keyword_clicks,7
yourls_get_keyword_infos,7
yourls_is_ssl,7
yourls_content_type_header,7
yourls_bookmarklet_link,7
byte_format,7
increment_string,7
sqlsrv_rows_affected,7
mysql_pconnect,7
ibase_fetch_assoc,7
get_mimes,7
set_status_header,7
apcu_inc,7
apc_delete,7
wc_untokenize_path,7
wc_site_is_https,7
wc_time_format,7
wc_normalize_postcode,7
wc_sanitize_phone_number,7
tests_retrieve_phpmailer_instance,7
wc_get_order_item_meta,7
wc_get_customer_available_downloads,7
wc_get_attribute_taxonomy_ids,7
wc_get_current_admin_url,7
register_block_type,7
wc_get_default_products_per_row,7
_wc_term_recount,7
wp_get_global_styles,7
wc_get_screen_ids,7
wc_get_attribute_types,7
wc_get_page_screen_id,7
wc_setcookie,7
wc_variation_attribute_name,7
wp_should_load_separate_core_block_assets,7
get_allowed_block_template_part_areas,7
wc_admin_register_page,7
wp_is_json_request,7
wp_get_font_dir,7
arch,7
terminal,7
render,7
renderUsing,7
getClientIp,7
wp_recovery_mode,7
wp_use_widgets_block_editor,7
wp_print_admin_notice_templates,7
wp_opcache_invalidate,7
_wp_die_process_input,7
wp_cache_set_last_changed,7
wp_get_typography_font_size_value,7
wp_get_attachment_caption,7
mysql_to_rfc3339,7
twentyseventeen_time_link,7
the_custom_logo,7
twentythirteen_paging_nav,7
twentynineteen_can_show_post_thumbnail,7
password,7
csrf_token,7
nonce,7
hidden_fields,7
triggers,7
trigger_options,7
drop_tables,7
fk_support,7
drop_create,7
printLogin,7
mysql_get_proto_info,7
db2_connect,7
db2_exec,7
db2_close,7
wdll_rep,7
getFilePermissions,7
sendpacketii,7
xfilesave,7
db2_conn_errormsg,7
syml,7
inStr,7
anucurl,7
ct_sess_put,7
DxWarning,7
DxGETinForm,7
size,7
filew,7
hardLogin,7
hardScandir,7
pj,7
reset_function_mocks,7
"Uri\split",7
get_user_configuration,7
assertCount,7
get_service_templates,7
generateApplicationContainerName,7
set_transanctional_email_settings,7
parseCommandsByLineForSudo,7
instant_remote_process_with_timeout,7
isInstanceAdmin,7
sharedDataApplications,7
phutil_microseconds_since,7
phutil_console_format,7
phutil_parse_bytes,7
phabricator_time,7
phutil_utf8_strlen,7
bagisto_asset,7
abort_if,6
wp_unschedule_event,6
xmlrpc_getposttitle,6
wp_get_active_network_plugins,6
wp_dashboard_quick_press,6
wpmu_delete_blog,6
list_files,6
wpmu_create_blog,6
wp_save_nav_menu_items,6
wp_list_widget_controls_dynamic_sidebar,6
term_is_ancestor_of,6
wp_check_browser_version,6
wp_widget_rss_output,6
media_sideload_image,6
get_category,6
ssh2_connect,6
_wp_get_post_revision_version,6
wp_remote_retrieve_response_message,6
validate_username,6
get_core_checksums,6
_upgrade_422_find_genericons_files_in_folder,6
touch_time,6
wp_popular_terms_checklist,6
wp_link_category_checklist,6
wp_install_defaults,6
wp_get_db_schema,6
install_plugin_install_status,6
wp_generate_tag_cloud,6
_list_meta_row,6
wp_ext2type,6
sanitize_bookmark,6
get_edit_bookmark_link,6
wp_get_link_cats,6
wp_defer_term_counting,6
get_clean_basedomain,6
_image_get_preview_ratio,6
get_comment_class,6
_device_can_upload,6
get_media_items,6
wp_edit_attachments_query,6
ms_is_switched,6
wp_exif_frac2dec,6
find_core_update,6
wp_tag_cloud,6
unload_textdomain,6
_wp_json_sanity_check,6
_get_widget_id_base,6
get_comment_ID,6
get_trackback_url,6
_prime_comment_caches,6
get_the_title_rss,6
wp_cache_switch_to_blog,6
wp_cache_init,6
force_balance_tags,6
self_link,6
html_type_rss,6
the_category_rss,6
is_robots,6
_count_posts_cache_key,6
is_date,6
_wp_link_page,6
sanitize_hex_color_no_hash,6
get_all_user_settings,6
_wp_filter_build_unique_id,6
get_extended,6
get_category_feed_link,6
get_theme_root_uri,6
get_random_header_image,6
_remove_theme_support,6
mysql_result,6
wp_check_password,6
wp_parse_auth_cookie,6
wp_set_password,6
comment_guid,6
wp_register,6
wp_meta,6
wpmu_admin_redirect_add_updated_param,6
_get_page_link,6
get_adjacent_post_link,6
get_comments_pagenum_link,6
wp_transition_comment_status,6
wp_allow_comment,6
get_objects_in_term,6
_walk_bookmarks,6
addslashes_gpc,6
image_hwstring,6
_wp_image_editor_choose,6
sanitize_user_field,6
get_the_archive_title,6
calendar_week_mod,6
get_language_attributes,6
user_can_edit_post,6
get_links,6
remove_theme_support,6
get_password_reset_key,6
twentysixteen_get_color_schemes,6
wp_get_attachment_image_srcset,6
twentyfifteen_get_color_schemes,6
twentyfifteen_hex2rgb,6
wp_title,6
signup_get_available_languages,6
signup_user,6
explode_csv_field,6
get_file_extension,6
array_merge_alternate,6
DirectAdmin,6
yourls_api_output,6
yourls_load_textdomain,6
yourls_x,6
yourls_create_htaccess,6
yourls_is_installed,6
yourls_cookie_name,6
yourls_nonce_url,6
yourls_has_active_plugins,6
yourls_plugin_url,6
yourls_register_plugin_page,6
yourls_get_next_decimal,6
yourls_sanitize_date_for_sql,6
yourls_get_keyword_title,6
yourls_keyword_is_free,6
yourls_do_log_redirect,6
yourls_get_db_stats,6
yourls_is_admin,6
yourls_translate,6
yourls_plugin_basename,6
yourls_html_menu,6
yourls_html_link,6
get_config,6
sqlsrv_server_info,6
oci_server_version,6
mssql_data_seek,6
wincache_ucache_get,6
apcu_clear_cache,6
wc_is_order_status,6
wc_order_search,6
wc_generate_order_key,6
wc_get_path_define_tokens,6
wc_format_country_state_string,6
wc_get_shipping_method_count,6
wc_tokenize_path,6
wc_rand_hash,6
wc_selected,6
wc_get_permalink_structure,6
wc_placeholder_img,6
wc_sanitize_permalink,6
wc_float_to_string,6
wc_light_or_dark,6
wc_format_phone_number,6
wc_array_merge_recursive_numeric,6
wc_update_new_customer_past_orders,6
"Utils\esc_cmd",6
wc_save_order_items,6
wc_set_customer_auth_cookie,6
wp_image_matches_ratio,6
wc_current_user_has_role,6
wc_terms_and_conditions_page_id,6
wc_implode_html_attributes,6
apache_setenv,6
wc_get_related_products,6
wc_get_raw_referer,6
wc_get_product_cat_ids,6
rest_get_date_with_gmt,6
wp_get_original_image_path,6
wp_set_script_translations,6
_build_block_template_result_from_post,6
get_block_editor_server_block_settings,6
get_block_editor_settings,6
register_rest_field,6
get_default_block_template_types,6
rest_convert_error_to_response,6
Mock,6
beforeAll,6
afterAll,6
xdebug_info,6
removeAnsiEscapeSequences,6
tryFont,6
JAMAError,6
setCustomErrorHandler,6
xdebug_get_headers,6
wp_interactivity,6
wp_is_application_passwords_available_for_user,6
wp_is_application_passwords_available,6
wp_get_auto_update_message,6
wp_required_field_message,6
wp_get_additional_image_sizes,6
wp_post_revision_meta_keys,6
wp_paused_themes,6
wp_is_file_mod_allowed,6
wp_get_latest_revision_id_and_total_count,6
wp_credits_section_list,6
wp_get_image_mime,6
get_networks,6
wp_style_engine_get_stylesheet_from_css_rules,6
wp_enqueue_script_module,6
the_widget,6
remove_serialized_parent_block,6
wp_get_inline_script_tag,6
has_blocks,6
wp_should_load_block_assets_on_demand,6
get_feed_build_date,6
rest_get_route_for_term,6
wp_get_loading_optimization_attributes,6
get_metadata_raw,6
wp_typography_get_preset_inline_style_value,6
wp_sitemaps_get_max_urls,6
wp_tinycolor_bound01,6
wp_tinycolor_rgb_to_rgb,6
category_description,6
twentythirteen_fonts_url,6
twentytwelve_get_font_url,6
twentytwenty_get_theme_svg,6
byte_array_to_string,6
unconvert_field,6
remove_slashes,6
convert_field,6
repeat_pattern,6
is_mail,6
table_status1,6
verify_token,6
check_sqlite_name,6
recreate_table,6
alter_indexes,6
nl_br,6
types,6
sdb_request_all,6
create_database,6
get_password,6
apply_sql_function,6
process_length,6
auth_url,6
set_schema,6
page_headers,6
page_messages,6
str2long,6
long2str,6
set_password,6
unset_permanent,6
edit_type,6
logged_user,6
drop_databases,6
convert_fields,6
upload_error,6
last_id,6
process_fields,6
edit_fields,6
routine,6
formatsize,6
fs_move_dir,6
mysql_dump,6
dirpe,6
dirpmass,6
get_files_from_folder,6
cx,6
wdll_s1z,6
display_perms,6
up_link,6
mailattach,6
manageField,6
manageField_submit,6
manageData,6
manageData_submit,6
wsoLogin,6
css_main,6
do_deltree,6
html_radio,6
Root_GP,6
Root_CSS,6
File_Edit,6
ociresult,6
ocilogoff,6
filepermscolor,6
listtable,6
save_file,6
addslash,6
DxRandomChars,6
DxGotoURL,6
DxFileOkaySlashes,6
get_filesize,6
view_file,6
unitName,6
pluralize,6
db2_fetch_assoc,6
emit_script_loading_tags,6
customSimplePie,6
is_array_keys_string,6
"RectorPrefix202502\React\Promise\reject",6
admin_error,6
assertNotSoftDeleted,6
generate_href_html,6
getLastNotificationAction,6
get_model_label,6
generate_search_term_expression,6
translate_cron_expression,6
connectProxyToNetworks,6
validate_timezone,6
check_domain_usage,6
generate_application_name,6
queryDatabaseByUuidWithinTeam,6
defineFromEnv,6
bailout,6
"GuzzleHttp\Psr7\parse_header",6
phutil_is_natural_list,6
phutil_escape_uri_path_component,6
phutil_get_signal_name,6
read_as_data_url,5
wpmu_activate_signup,5
get_blogaddress_by_id,5
enqueue_comment_hotkeys_js,5
delete_theme,5
next_widget_id_number,5
wp_create_term,5
_wp_put_post_revision,5
wp_create_post_autosave,5
_get_dropins,5
delete_user_setting,5
add_user_meta,5
wp_ob_end_flush_all,5
wp_revisions_to_keep,5
populate_roles,5
refresh_blog_details,5
edit_comment,5
_post_states,5
comment_author,5
get_comment_author_IP,5
wp_audio_shortcode,5
wp_video_shortcode,5
get_dropins,5
delete_plugins,5
send_nosniff_header,5
add_theme_page,5
_http_build_query,5
build_query,5
wp_html_split,5
wp_register_sidebar_widget,5
wp_embed_defaults,5
get_comments_link,5
wp_remove_object_terms,5
wp_unique_term_slug,5
wp_update_term_count_now,5
wp_encode_emoji,5
wp_kses_hair,5
wp_transition_post_status,5
_wp_get_attachment_relative_path,5
update_post_caches,5
is_trackback,5
rawurlencode_deep,5
strip_fragment_from_url,5
get_the_post_thumbnail_url,5
wp_remote_request,5
update_posts_count,5
get_edit_comment_link,5
paginate_comments_links,5
_wp_mysql_week,5
_wp_menu_item_classes_by_context,5
wp_salt,5
ms_not_installed,5
_print_scripts,5
get_the_archive_description,5
wp_get_attachment_thumb_url,5
register_activation_hook,5
the_archive_description,5
the_comments_navigation,5
zues_register_widget_area,5
zues,5
convert_php_size_to_bytes,5
session_is_true,5
array_column_index_unique,5
b,5
setproctitle,5
install_success,5
densityGrid,5
partsGrid,5
commandExist,5
getDomainInfo,5
is_closure,5
php_to_md,5
yourls_get_keyword_longurl,5
yourls_date_i18n,5
yourls_set_db,5
yourls_maybe_hash_passwords,5
yourls_cookie_value,5
yourls_salt,5
yourls_activate_plugin,5
yourls_http_get,5
yourls_match_current_protocol,5
yourls_get_datetime_format,5
yourls_unique_element_id,5
yourls_is_shorturl,5
yourls_keyword_is_reserved,5
yourls_get_IP,5
yourls_is_installing,5
yourls_get_keyword_info,5
yourls_html_select,5
heading,5
days_in_month,5
timezones,5
sqlsrv_free_stmt,5
ibase_connect,5
ibase_errcode,5
ibase_num_fields,5
ibase_free_result,5
mssql_fetch_field,5
delete_files,5
wincache_ucache_set,5
wincache_ucache_delete,5
apc_clear_cache,5
apc_cache_info,5
is_store_notice_showing,5
wc_update_attribute,5
wc_sanitize_textarea,5
wc_rgb_from_hex,5
wc_hex_darker,5
wc_format_dimensions,5
wc_get_product_class,5
wc_edit_address_i18n,5
wc_get_account_downloads_columns,5
wc_is_webhook_valid_status,5
wc_current_theme_supports_woocommerce_or_fse,5
is_product_tag,5
wc_set_term_order,5
wp_get_attachment_image_sizes,5
wc_get_brand_thumbnail_url,5
as_unschedule_all_actions,5
wc_product_generate_unique_sku,5
wc_product_weight_enabled,5
wc_product_dimensions_enabled,5
wc_implode_text_attributes,5
wc_get_product_variation_attributes,5
rest_is_ip_address,5
"WP_CLI\Utils\get_flag_value",5
wc_delete_shop_order_transients,5
wp_set_option_autoload_values,5
woocommerce_get_loop_display_mode,5
wc_get_object_terms,5
wc_get_order_type,5
wc_review_is_from_verified_owner,5
wp_check_comment_data_max_lengths,5
rest_get_avatar_sizes,5
woocommerce_quantity_input,5
get_hooked_blocks,5
shortcode_unautop,5
register_meta,5
rest_filter_response_by_context,5
version,5
assertFalse,5
getAllureConfig,5
wp_script_modules,5
is_utf8_charset,5
update_post_author_caches,5
